"","Transect","Elev","Plot","DOY","Field_week","Soilmo_av","Species","Veg","Buds","Flowers","Fruit","Disp","Plants_obs","Leaves_obs","X0","X1","X5","X10","X25","X50","X75","X100","Year","percleavesdamaged","apparentleafdamage","PlantID","Plot.ID","Topography","gdd_2016","gdd_2017","gdd_2018","Cover","sdddoy_2016","sdddoy_2017","sdddoy_2018","gdd","SDDDOY"
"337","GB",1940,"3",236,9,NA,"LUPARC",1,0,0,0,0,3,60,4,13,19,12,9,2,1,0,"2016",0.933333333333333,0.07475,"GB_1940_3_LUPARC","GB-1940-3","Ridge ",337,346,313,92.56,183,182,170,337,183
"339","GB",1940,"3",221,7,NA,"LUPARC",1,0,0,0,0,4,65,22,16,13,9,4,1,0,0,"2016",0.661538461538462,0.0341538461538462,"GB_1940_3_LUPARC","GB-1940-3","Ridge ",337,346,313,92.56,183,182,170,337,183
"341","GB",1940,"3",210,5,0.113,"LUPARC",1,0,0,0,0,3,60,45,3,5,4,1,2,0,0,"2016",0.25,0.0231666666666667,"GB_1940_3_LUPARC","GB-1940-3","Ridge ",337,346,313,92.56,183,182,170,337,183
"344","GB",1940,"4",210,5,0.4337,"LUPARC",1,1,1,0,0,2,40,19,4,9,6,0,1,1,0,"2016",0.525,0.0435,"GB_1940_4_LUPARC","GB-1940-4","Slope",337,346,313,93.6,176,167,124,337,176
"349","GB",1940,"4",238,9,NA,"LUPARC",1,0,0,0,0,3,60,6,2,11,24,11,6,0,0,"2016",0.9,0.10525,"GB_1940_4_LUPARC","GB-1940-4","Slope",337,346,313,93.6,176,167,124,337,176
"352","GB",1940,"4",194,3,0.4933,"LUPARC",1,0,0,0,0,3,75,40,4,4,4,13,10,0,0,"2016",0.466666666666667,0.0862,"GB_1940_4_LUPARC","GB-1940-4","Slope",337,346,313,93.6,176,167,124,337,176
"354","GB",1940,"4",221,7,NA,"LUPARC",1,0,1,0,0,3,60,23,13,10,6,5,3,0,0,"2016",0.616666666666667,0.0469166666666667,"GB_1940_4_LUPARC","GB-1940-4","Slope",337,346,313,93.6,176,167,124,337,176
"356","GB",1940,"5",210,5,0.065,"LUPARC",1,0,0,0,0,4,40,8,5,11,5,5,6,0,0,"2016",0.8,0.096375,"GB_1940_5_LUPARC","GB-1940-5","Slope",337,346,313,85.02,180,178,170,337,180
"360","GB",1940,"5",194,3,0.212,"LUPARC",1,0,0,0,0,3,60,39,1,1,1,6,10,1,1,"2016",0.35,0.106833333333333,"GB_1940_5_LUPARC","GB-1940-5","Slope",337,346,313,85.02,180,178,170,337,180
"361","GB",1940,"5",221,7,NA,"LUPARC",1,0,0,0,0,2,30,5,2,6,10,6,1,0,0,"2016",0.833333333333333,0.0788333333333333,"GB_1940_5_LUPARC","GB-1940-5","Slope",337,346,313,85.02,180,178,170,337,180
"362","GB",1940,"5",236,9,NA,"LUPARC",1,0,0,0,0,2,35,1,1,8,9,7,9,0,0,"2016",0.971428571428571,0.157714285714286,"GB_1940_5_LUPARC","GB-1940-5","Slope",337,346,313,85.02,180,178,170,337,180
"366","GB",1940,"6",238,9,NA,"LUPARC",1,0,0,1,0,4,70,15,7,18,20,7,3,0,0,"2016",0.785714285714286,0.0632142857142857,"GB_1940_6_LUPARC","GB-1940-6","Slope",337,346,313,68.38,201,185,169,337,201
"371","GB",1940,"6",221,7,NA,"LUPARC",1,1,1,0,0,5,60,34,8,7,6,4,1,0,0,"2016",0.433333333333333,0.0295833333333333,"GB_1940_6_LUPARC","GB-1940-6","Slope",337,346,313,68.38,201,185,169,337,201
"373","GB",1940,"6",210,5,0.1588,"LUPARC",1,1,0,0,0,3,60,40,4,4,6,3,3,0,0,"2016",0.333333333333333,0.0373333333333333,"GB_1940_6_LUPARC","GB-1940-6","Slope",337,346,313,68.38,201,185,169,337,201
"378","GB",1940,"7",221,7,0.245,"LUPARC",1,0,0,0,0,3,60,21,4,14,13,6,2,0,0,"2016",0.65,0.0535833333333333,"GB_1940_7_LUPARC","GB-1940-7","Cove",337,346,313,91,201,184,170,337,201
"382","GB",1940,"7",236,9,NA,"LUPARC",1,0,0,0,0,3,50,5,1,12,17,13,2,0,0,"2016",0.9,0.0933,"GB_1940_7_LUPARC","GB-1940-7","Cove",337,346,313,91,201,184,170,337,201
"384","GB",1940,"7",210,5,0.1298,"LUPARC",1,0,0,0,0,2,40,14,4,7,6,6,3,0,0,"2016",0.65,0.071375,"GB_1940_7_LUPARC","GB-1940-7","Cove",337,346,313,91,201,184,170,337,201
"388","GB",1940,"8",210,5,0.1123,"LUPARC",1,0,0,0,0,3,60,29,0,12,8,6,3,2,0,"2016",0.516666666666667,0.0730833333333333,"GB_1940_8_LUPARC","GB-1940-8","Cove",337,346,313,79.3,182,180,171,337,182
"390","GB",1940,"8",221,7,0.197,"LUPARC",1,0,0,0,0,3,60,18,8,14,14,4,2,0,0,"2016",0.7,0.0493333333333333,"GB_1940_8_LUPARC","GB-1940-8","Cove",337,346,313,79.3,182,180,171,337,182
"391","GB",1940,"8",236,9,NA,"LUPARC",1,0,0,1,0,3,60,7,7,18,15,8,4,0,1,"2016",0.883333333333333,0.09125,"GB_1940_8_LUPARC","GB-1940-8","Cove",337,346,313,79.3,182,180,171,337,182
"392","GB",1940,"8",194,3,0.239,"LUPARC",1,0,0,0,0,3,110,64,4,2,7,11,22,0,0,"2016",0.418181818181818,0.098,"GB_1940_8_LUPARC","GB-1940-8","Cove",337,346,313,79.3,182,180,171,337,182
"400","GB",1940,"9",210,5,0.1673,"LUPARC",1,1,0,0,0,4,50,28,6,6,4,3,3,0,0,"2016",0.44,0.0432,"GB_1940_9_LUPARC","GB-1940-9","Cove",337,346,313,56.94,182,180,168,337,182
"401","GB",1940,"9",194,3,0.2377,"LUPARC",1,0,0,0,0,3,50,28,3,5,6,2,6,0,0,"2016",0.44,0.0643,"GB_1940_9_LUPARC","GB-1940-9","Cove",337,346,313,56.94,182,180,168,337,182
"403","GB",1940,"9",236,9,NA,"LUPARC",1,0,0,1,0,3,60,24,10,17,5,4,0,0,0,"2016",0.6,0.02725,"GB_1940_9_LUPARC","GB-1940-9","Cove",337,346,313,56.94,182,180,168,337,182
"404","GB",1940,"9",221,7,NA,"LUPARC",1,1,1,0,0,3,40,15,3,7,8,6,0,1,0,"2016",0.625,0.0625,"GB_1940_9_LUPARC","GB-1940-9","Cove",337,346,313,56.94,182,180,168,337,182
"405","GB",2020,"1",221,7,NA,"LUPARC",1,1,1,0,0,2,40,18,13,3,5,1,0,0,0,"2016",0.55,0.017625,"GB_2020_1_LUPARC","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,314,200
"406","GB",2020,"1",238,9,0.0807,"LUPARC",1,0,0,1,0,2,40,14,3,16,6,0,1,0,0,"2016",0.65,0.033,"GB_2020_1_LUPARC","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,314,200
"412","GB",2020,"1",208,5,0.1537,"LUPARC",1,1,1,0,0,5,50,33,3,6,4,1,3,0,0,"2016",0.34,0.0359,"GB_2020_1_LUPARC","GB-2020-1","Ridge ",314,331,290,85.28,200,185,174,314,200
"415","GB",2020,"2",208,5,0.1863,"LUPARC",1,1,0,0,0,5,50,33,8,5,2,1,1,0,0,"2016",0.34,0.0178,"GB_2020_2_LUPARC","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,314,203
"418","GB",2020,"2",221,7,NA,"LUPARC",1,1,NA,0,0,4,60,33,5,10,6,3,2,1,0,"2016",0.45,0.0445833333333333,"GB_2020_2_LUPARC","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,314,203
"420","GB",2020,"2",239,9,0.095,"LUPARC",1,0,0,1,0,3,60,18,6,12,11,8,5,0,0,"2016",0.7,0.0748333333333333,"GB_2020_2_LUPARC","GB-2020-2","Ridge ",314,331,290,87.36,203,190,165,314,203
"429","GB",2020,"3",208,5,0.1583,"LUPARC",1,1,1,0,0,5,60,37,7,7,4,4,1,0,0,"2016",0.383333333333333,0.027,"GB_2020_3_LUPARC","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,314,203
"433","GB",2020,"3",221,7,NA,"LUPARC",1,1,1,0,0,3,60,34,10,3,6,5,2,0,0,"2016",0.433333333333333,0.0369166666666667,"GB_2020_3_LUPARC","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,314,203
"437","GB",2020,"3",238,9,NA,"LUPARC",1,0,0,0,0,3,40,4,7,13,3,8,4,1,0,"2016",0.9,0.104375,"GB_2020_3_LUPARC","GB-2020-3","Ridge ",314,331,290,99.84,203,190,164,314,203
"438","GB",2020,"4",221,7,NA,"LUPARC",1,1,1,0,0,3,60,36,10,8,5,1,0,0,0,"2016",0.4,0.014,"GB_2020_4_LUPARC","GB-2020-4","Slope",314,331,290,96.98,203,190,176,314,203
"443","GB",2020,"4",238,9,NA,"LUPARC",1,0,0,1,0,3,60,20,10,11,12,6,1,0,0,"2016",0.666666666666667,0.0450833333333333,"GB_2020_4_LUPARC","GB-2020-4","Slope",314,331,290,96.98,203,190,176,314,203
"444","GB",2020,"4",208,5,0.0817,"LUPARC",1,1,0,0,0,4,80,63,6,5,2,2,2,0,0,"2016",0.2125,0.017875,"GB_2020_4_LUPARC","GB-2020-4","Slope",314,331,290,96.98,203,190,176,314,203
"445","GB",2020,"5",221,7,NA,"LUPARC",1,1,1,0,0,3,60,37,7,10,4,1,1,0,0,"2016",0.383333333333333,0.01975,"GB_2020_5_LUPARC","GB-2020-5","Slope",314,331,290,95.16,202,190,176,314,202
"452","GB",2020,"5",238,9,NA,"LUPARC",1,0,0,1,0,4,80,37,5,14,16,6,2,0,0,"2016",0.5375,0.0430625,"GB_2020_5_LUPARC","GB-2020-5","Slope",314,331,290,95.16,202,190,176,314,202
"455","GB",2020,"5",208,5,0.126,"LUPARC",1,1,0,0,0,4,80,60,7,9,4,0,0,0,0,"2016",0.25,0.0075625,"GB_2020_5_LUPARC","GB-2020-5","Slope",314,331,290,95.16,202,190,176,314,202
"460","GB",2020,"6",238,9,NA,"LUPARC",1,0,0,1,0,4,80,25,8,18,17,11,1,0,0,"2016",0.6875,0.0519375,"GB_2020_6_LUPARC","GB-2020-6","Slope",314,331,290,88.14,201,190,177,314,201
"461","GB",2020,"6",221,7,NA,"LUPARC",1,0,1,0,0,3,60,34,9,11,5,1,0,0,0,"2016",0.433333333333333,0.0154166666666667,"GB_2020_6_LUPARC","GB-2020-6","Slope",314,331,290,88.14,201,190,177,314,201
"463","GB",2020,"6",208,5,0.087,"LUPARC",1,1,0,0,0,4,80,59,4,12,4,0,1,0,0,"2016",0.2625,0.0131875,"GB_2020_6_LUPARC","GB-2020-6","Slope",314,331,290,88.14,201,190,177,314,201
"467","GB",2020,"7",208,5,0.093,"LUPARC",1,1,1,0,0,3,60,44,7,4,2,1,1,1,0,"2016",0.266666666666667,0.0246666666666667,"GB_2020_7_LUPARC","GB-2020-7","Cove",314,331,290,99.84,200,189,178,314,200
"468","GB",2020,"7",221,7,NA,"LUPARC",1,1,1,0,0,NA,80,45,6,18,11,0,0,0,0,"2016",0.4375,0.0174375,"GB_2020_7_LUPARC","GB-2020-7","Cove",314,331,290,99.84,200,189,178,314,200
"469","GB",2020,"7",238,9,0.06,"LUPARC",1,0,0,1,0,4,80,10,4,23,26,13,4,0,0,"2016",0.875,0.0804375,"GB_2020_7_LUPARC","GB-2020-7","Cove",314,331,290,99.84,200,189,178,314,200
"471","GB",2020,"8",238,9,0.1095,"LUPARC",1,0,0,1,0,3,60,0,4,10,15,22,9,0,0,"2016",1,0.1445,"GB_2020_8_LUPARC","GB-2020-8","Cove",314,331,290,99.84,200,193,183,314,200
"472","GB",2020,"8",221,7,NA,"LUPARC",1,1,1,0,0,4,80,45,10,18,4,3,0,0,0,"2016",0.4375,0.0176875,"GB_2020_8_LUPARC","GB-2020-8","Cove",314,331,290,99.84,200,193,183,314,200
"473","GB",2020,"8",208,5,0.234,"LUPARC",1,1,1,0,0,4,80,64,3,10,3,0,0,0,0,"2016",0.2,0.00675,"GB_2020_8_LUPARC","GB-2020-8","Cove",314,331,290,99.84,200,193,183,314,200
"474","GB",2020,"9",208,5,0.095,"LUPARC",1,1,0,0,0,4,80,61,6,7,4,1,1,0,0,"2016",0.2375,0.013625,"GB_2020_9_LUPARC","GB-2020-9","Cove",314,331,290,96.72,200,193,184,314,200
"475","GB",2020,"9",221,7,NA,"LUPARC",1,1,1,0,0,4,80,40,9,20,6,3,2,0,0,"2016",0.5,0.029625,"GB_2020_9_LUPARC","GB-2020-9","Cove",314,331,290,96.72,200,193,184,314,200
"477","GB",2020,"9",238,9,0.0913,"LUPARC",1,0,0,1,0,3,60,12,2,5,20,15,6,0,0,"2016",0.8,0.108916666666667,"GB_2020_9_LUPARC","GB-2020-9","Cove",314,331,290,96.72,200,193,184,314,200
"482","PA",1490,"1",200,4,NA,"LUPARC",1,0,0,0,0,1,13,13,0,0,0,0,0,0,0,"2016",0,0,"PA_1490_1_LUPARC","PA-1490-1","Ridge",238,355,300,38.22,157,179,167,238,157
"485","PA",1490,"1",242,10,0.1397,"LUPARC",1,0,0,1,0,3,30,23,0,3,4,0,0,0,0,"2016",0.233333333333333,0.013,"PA_1490_1_LUPARC","PA-1490-1","Ridge",238,355,300,38.22,157,179,167,238,157
"486","PA",1490,"1",228,8,NA,"LUPARC",1,0,1,1,0,3,40,30,3,4,2,1,0,0,0,"2016",0.25,0.0115,"PA_1490_1_LUPARC","PA-1490-1","Ridge",238,355,300,38.22,157,179,167,238,157
"491","PA",1490,"2",214,6,0.2323,"LUPARC",1,0,1,0,0,5,100,82,8,3,5,0,1,1,0,"2016",0.18,0.01505,"PA_1490_2_LUPARC","PA-1490-2","Ridge",238,355,300,7.8,153,176,168,238,153
"494","PA",1490,"2",228,8,NA,"LUPARC",1,0,0,0,0,1,9,7,2,0,0,0,0,0,0,"2016",0.222222222222222,0.00111111111111111,"PA_1490_2_LUPARC","PA-1490-2","Ridge",238,355,300,7.8,153,176,168,238,153
"498","PA",1490,"2",242,10,0.1533,"LUPARC",1,0,0,0,0,1,15,15,0,0,0,0,0,0,0,"2016",0,0,"PA_1490_2_LUPARC","PA-1490-2","Ridge",238,355,300,7.8,153,176,168,238,153
"501","PA",1490,"2",187,2,0.3318,"LUPARC",1,0,0,0,0,7,35,33,2,0,0,0,0,0,0,"2016",0.0571428571428571,0.000285714285714286,"PA_1490_2_LUPARC","PA-1490-2","Ridge",238,355,300,7.8,153,176,168,238,153
"505","PA",1490,"3",228,8,NA,"LUPARC",1,0,0,0,0,4,40,36,2,1,0,1,0,0,0,"2016",0.1,0.005375,"PA_1490_3_LUPARC","PA-1490-3","Ridge",238,355,300,32.5,174,186,179,238,174
"510","PA",1490,"3",214,6,0.2743,"LUPARC",1,1,1,0,0,4,80,69,0,0,2,5,3,0,1,"2016",0.1375,0.0378125,"PA_1490_3_LUPARC","PA-1490-3","Ridge",238,355,300,32.5,174,186,179,238,174
"514","PA",1490,"3",242,10,0.0953,"LUPARC",1,0,0,0,0,3,24,17,0,5,2,0,0,0,0,"2016",0.291666666666667,0.0125,"PA_1490_3_LUPARC","PA-1490-3","Ridge",238,355,300,32.5,174,186,179,238,174
"516","PA",1490,"3",200,4,NA,"LUPARC",1,1,0,0,0,2,30,23,0,2,2,0,2,1,0,"2016",0.233333333333333,0.0528333333333333,"PA_1490_3_LUPARC","PA-1490-3","Ridge",238,355,300,32.5,174,186,179,238,174
"519","PA",1490,"3",187,2,0.3655,"LUPARC",1,0,0,0,0,5,25,25,0,0,0,0,0,0,0,"2016",0,0,"PA_1490_3_LUPARC","PA-1490-3","Ridge",238,355,300,32.5,174,186,179,238,174
"526","PA",1490,"4",228,8,NA,"LUPARC",1,0,1,1,0,5,50,43,1,4,2,0,0,0,0,"2016",0.14,0.0055,"PA_1490_4_LUPARC","PA-1490-4","Slope",238,355,300,62.92,178,189,182,238,178
"528","PA",1490,"4",242,10,0.2283,"LUPARC",1,0,1,1,0,4,60,52,1,3,1,3,0,0,0,"2016",0.133333333333333,0.0115833333333333,"PA_1490_4_LUPARC","PA-1490-4","Slope",238,355,300,62.92,178,189,182,238,178
"530","PA",1490,"4",187,2,0.3588,"LUPARC",1,0,0,0,0,2,30,29,1,0,0,0,0,0,0,"2016",0.0333333333333333,0.000166666666666667,"PA_1490_4_LUPARC","PA-1490-4","Slope",238,355,300,62.92,178,189,182,238,178
"536","PA",1490,"5",214,6,0.3075,"LUPARC",1,1,1,0,0,4,80,75,2,2,1,0,0,0,0,"2016",0.0625,0.0018125,"PA_1490_5_LUPARC","PA-1490-5","Slope",238,355,300,65,179,189,181,238,179
"545","PA",1490,"5",242,10,0.2247,"LUPARC",1,0,0,1,0,3,57,49,1,2,2,3,0,0,0,"2016",0.140350877192982,0.0129824561403509,"PA_1490_5_LUPARC","PA-1490-5","Slope",238,355,300,65,179,189,181,238,179
"549","PA",1490,"5",228,8,NA,"LUPARC",1,0,1,1,0,5,50,47,0,1,1,1,0,0,0,"2016",0.06,0.0056,"PA_1490_5_LUPARC","PA-1490-5","Slope",238,355,300,65,179,189,181,238,179
"554","PA",1490,"6",228,8,NA,"LUPARC",1,1,1,0,0,6,60,54,2,2,1,0,0,1,0,"2016",0.1,0.0128333333333333,"PA_1490_6_LUPARC","PA-1490-6","Slope",238,355,300,64.74,178,190,181,238,178
"555","PA",1490,"6",200,4,NA,"LUPARC",1,0,0,0,0,3,45,39,1,3,1,1,0,0,0,"2016",0.133333333333333,0.00766666666666667,"PA_1490_6_LUPARC","PA-1490-6","Slope",238,355,300,64.74,178,190,181,238,178
"558","PA",1490,"6",242,10,0.203,"LUPARC",1,0,0,1,0,3,60,51,3,2,2,0,1,1,0,"2016",0.15,0.0204166666666667,"PA_1490_6_LUPARC","PA-1490-6","Slope",238,355,300,64.74,178,190,181,238,178
"564","PA",1490,"7",228,8,0.4587,"LUPARC",1,0,0,0,0,2,12,11,1,0,0,0,0,0,0,"2016",0.0833333333333333,0.000416666666666667,"PA_1490_7_LUPARC","PA-1490-7","Cove",238,355,300,94.12,168,182,176,238,168
"569","PA",1490,"7",214,6,0.2157,"LUPARC",1,0,1,0,1,4,60,52,3,3,1,1,0,0,0,"2016",0.133333333333333,0.00591666666666667,"PA_1490_7_LUPARC","PA-1490-7","Cove",238,355,300,94.12,168,182,176,238,168
"578","PA",1490,"8",214,6,NA,"LUPARC",1,0,0,0,0,2,13,11,1,1,0,0,0,0,0,"2016",0.153846153846154,0.00269230769230769,"PA_1490_8_LUPARC","PA-1490-8","Cove",238,355,300,92.3,167,182,176,238,167
"579","PA",1490,"8",200,4,NA,"LUPARC",1,0,0,0,0,4,70,67,1,2,0,0,0,0,0,"2016",0.0428571428571429,0.000928571428571429,"PA_1490_8_LUPARC","PA-1490-8","Cove",238,355,300,92.3,167,182,176,238,167
"586","PA",1490,"9",214,6,0.21,"LUPARC",1,0,0,0,0,1,20,20,0,0,0,0,0,0,0,"2016",0,0,"PA_1490_9_LUPARC","PA-1490-9","Cove",238,355,300,94.38,167,182,174,238,167
"588","PA",1570,"1",229,8,0.0807,"LUPARC",1,0,0,0,0,2,27,16,2,5,3,0,0,1,0,"2016",0.407407407407407,0.0374074074074074,"PA_1570_1_LUPARC","PA-1570-1","Ridge",221,340,281,24.44,169,184,178,221,169
"593","PA",1570,"1",200,4,NA,"LUPARC",1,0,0,0,0,4,68,48,3,3,6,4,3,1,0,"2016",0.294117647058824,0.0441911764705882,"PA_1570_1_LUPARC","PA-1570-1","Ridge",221,340,281,24.44,169,184,178,221,169
"600","PA",1570,"1",215,6,NA,"LUPARC",1,0,0,0,0,3,40,21,2,10,6,0,1,0,0,"2016",0.475,0.028375,"PA_1570_1_LUPARC","PA-1570-1","Ridge",221,340,281,24.44,169,184,178,221,169
"615","PA",1570,"2",231,8,NA,"LUPARC",1,0,0,0,0,4,60,30,10,8,7,3,2,0,0,"2016",0.5,0.0348333333333333,"PA_1570_2_LUPARC","PA-1570-2","Ridge",221,340,281,23.92,171,184,179,221,171
"621","PA",1570,"3",188,2,0.1327,"LUPARC",1,0,0,0,0,4,40,27,5,8,0,0,0,0,0,"2016",0.325,0.006625,"PA_1570_3_LUPARC","PA-1570-3","Ridge",221,340,281,43.94,173,187,183,221,173
"624","PA",1570,"3",243,10,0.0827,"LUPARC",1,0,0,0,0,2,25,13,0,4,7,1,0,0,0,"2016",0.48,0.0328,"PA_1570_3_LUPARC","PA-1570-3","Ridge",221,340,281,43.94,173,187,183,221,173
"625","PA",1570,"3",215,6,NA,"LUPARC",1,1,0,0,0,4,80,51,9,3,6,8,3,0,0,"2016",0.3625,0.038875,"PA_1570_3_LUPARC","PA-1570-3","Ridge",221,340,281,43.94,173,187,183,221,173
"632","PA",1570,"4",188,2,0.154,"LUPARC",1,0,0,0,0,2,20,18,2,0,0,0,0,0,0,"2016",0.1,5e-04,"PA_1570_4_LUPARC","PA-1570-4","Slope",221,340,281,66.04,181,173,165,221,181
"638","PA",1570,"4",188,2,0.1688,"LUPARC",1,0,0,0,0,2,20,14,4,0,1,1,0,0,0,"2016",0.3,0.0135,"PA_1570_4_LUPARC","PA-1570-4","Slope",221,340,281,66.04,181,173,165,221,181
"640","PA",1570,"4",231,8,0.115,"LUPARC",1,0,0,0,0,3,35,19,9,5,1,0,0,1,0,"2016",0.457142857142857,0.0255714285714286,"PA_1570_4_LUPARC","PA-1570-4","Slope",221,340,281,66.04,181,173,165,221,181
"642","PA",1570,"4",243,10,0.131,"LUPARC",1,0,0,0,0,4,55,23,9,12,8,3,0,0,0,"2016",0.581818181818182,0.0278181818181818,"PA_1570_4_LUPARC","PA-1570-4","Slope",221,340,281,66.04,181,173,165,221,181
"646","PA",1570,"5",243,10,0.0987,"LUPARC",1,0,0,0,0,4,40,16,4,12,5,2,1,0,0,"2016",0.6,0.037,"PA_1570_5_LUPARC","PA-1570-5","Slope",221,340,281,41.86,184,177,168,221,184
"651","PA",1570,"5",202,4,0.3463,"LUPARC",1,0,0,0,0,6,40,34,2,3,0,0,1,0,0,"2016",0.15,0.011875,"PA_1570_5_LUPARC","PA-1570-5","Slope",221,340,281,41.86,184,177,168,221,184
"658","PA",1570,"6",215,6,NA,"LUPARC",1,0,0,0,0,1,20,17,0,0,0,2,1,0,0,"2016",0.15,0.03625,"PA_1570_6_LUPARC","PA-1570-6","Slope",221,340,281,50.18,188,195,174,221,188
"662","PA",1570,"6",231,8,0.2003,"LUPARC",1,0,0,0,0,5,80,45,13,14,7,0,1,0,0,"2016",0.4375,0.0173125,"PA_1570_6_LUPARC","PA-1570-6","Slope",221,340,281,50.18,188,195,174,221,188
"673","PA",1570,"6",243,10,0.1007,"LUPARC",1,0,0,0,0,3,60,23,14,14,6,2,1,0,0,"2016",0.616666666666667,0.02775,"PA_1570_6_LUPARC","PA-1570-6","Slope",221,340,281,50.18,188,195,174,221,188
"680","PA",1570,"7",243,10,0.0513,"LUPARC",1,0,0,0,0,4,35,10,1,10,10,3,1,0,0,"2016",0.714285714285714,0.0558571428571429,"PA_1570_7_LUPARC","PA-1570-7","Cove",221,340,281,88.66,150,195,189,221,150
"682","PA",1570,"7",202,4,0.2447,"LUPARC",1,0,0,0,0,5,40,40,0,0,0,0,0,0,0,"2016",0,0,"PA_1570_7_LUPARC","PA-1570-7","Cove",221,340,281,88.66,150,195,189,221,150
"685","PA",1570,"7",231,8,NA,"LUPARC",1,0,0,0,0,2,20,2,4,7,4,3,0,0,0,"2016",0.9,0.05275,"PA_1570_7_LUPARC","PA-1570-7","Cove",221,340,281,88.66,150,195,189,221,150
"686","PA",1570,"7",215,6,NA,"LUPARC",1,1,0,0,0,4,70,56,2,5,4,2,1,0,0,"2016",0.2,0.0169285714285714,"PA_1570_7_LUPARC","PA-1570-7","Cove",221,340,281,88.66,150,195,189,221,150
"687","PA",1570,"8",231,8,0.0637,"LUPARC",1,0,0,0,0,2,40,19,6,5,3,2,2,2,1,"2016",0.525,0.09075,"PA_1570_8_LUPARC","PA-1570-8","Cove",221,340,281,82.94,157,196,192,221,157
"692","PA",1570,"8",215,6,0.1127,"LUPARC",1,0,0,0,0,3,40,25,4,6,3,1,1,0,0,"2016",0.375,0.024375,"PA_1570_8_LUPARC","PA-1570-8","Cove",221,340,281,82.94,157,196,192,221,157
"693","PA",1570,"8",243,10,0.075,"LUPARC",1,0,0,0,0,2,16,6,1,3,4,0,2,0,0,"2016",0.625,0.0715625,"PA_1570_8_LUPARC","PA-1570-8","Cove",221,340,281,82.94,157,196,192,221,157
"699","PA",1570,"9",202,4,0.2247,"LUPARC",1,0,0,0,0,3,25,19,1,2,1,2,0,0,0,"2016",0.24,0.0196,"PA_1570_9_LUPARC","PA-1570-9","Cove",221,340,281,72.54,167,201,195,221,167
"701","PA",1570,"9",202,4,0.275,"LUPARC",1,1,0,0,0,4,20,16,0,1,3,0,0,0,0,"2016",0.2,0.01275,"PA_1570_9_LUPARC","PA-1570-9","Cove",221,340,281,72.54,167,201,195,221,167
"706","PA",1570,"9",215,6,NA,"LUPARC",1,0,0,0,0,5,65,44,4,8,5,1,3,0,0,"2016",0.323076923076923,0.0297692307692308,"PA_1570_9_LUPARC","PA-1570-9","Cove",221,340,281,72.54,167,201,195,221,167
"707","PA",1570,"9",243,10,0.0767,"LUPARC",1,0,0,0,0,3,50,40,1,4,3,1,1,0,0,"2016",0.2,0.018,"PA_1570_9_LUPARC","PA-1570-9","Cove",221,340,281,72.54,167,201,195,221,167
"708","PA",1570,"9",231,8,NA,"LUPARC",1,0,0,0,0,3,30,17,2,1,3,3,2,1,1,"2016",0.433333333333333,0.101333333333333,"PA_1570_9_LUPARC","PA-1570-9","Cove",221,340,281,72.54,167,201,195,221,167
"716","PA",1680,"1",215,6,0.1347,"LUPARC",1,0,1,0,0,3,30,22,1,2,2,2,1,0,0,"2016",0.266666666666667,0.0313333333333333,"PA_1680_1_LUPARC","PA-1680-1","Ridge",194,292,247,9.36,174,186,184,194,174
"726","PA",1680,"2",215,6,NA,"LUPARC",1,1,1,0,0,4,80,63,3,6,2,4,0,0,2,"2016",0.2125,0.0349375,"PA_1680_2_LUPARC","PA-1680-2","Ridge",194,292,247,18.72,171,186,184,194,171
"730","PA",1680,"2",230,8,0.145,"LUPARC",1,0,1,1,0,4,60,7,7,20,15,10,1,0,0,"2016",0.883333333333333,0.06475,"PA_1680_2_LUPARC","PA-1680-2","Ridge",194,292,247,18.72,171,186,184,194,171
"731","PA",1680,"2",188,2,0.2944,"LUPARC",1,0,0,0,0,5,50,46,4,0,0,0,0,0,0,"2016",0.08,4e-04,"PA_1680_2_LUPARC","PA-1680-2","Ridge",194,292,247,18.72,171,186,184,194,171
"750","PA",1680,"4",230,8,NA,"LUPARC",1,0,0,0,0,3,40,11,7,11,6,5,0,0,0,"2016",0.725,0.04225,"PA_1680_4_LUPARC","PA-1680-4","Slope",194,292,247,78.52,174,173,179,194,174
"752","PA",1680,"4",202,4,0.5515,"LUPARC",1,0,0,0,0,3,20,20,0,0,0,0,0,0,0,"2016",0,0,"PA_1680_4_LUPARC","PA-1680-4","Slope",194,292,247,78.52,174,173,179,194,174
"757","PA",1680,"4",215,6,0.164,"LUPARC",1,1,0,0,0,4,80,42,11,22,4,1,0,0,0,"2016",0.475,0.014875,"PA_1680_4_LUPARC","PA-1680-4","Slope",194,292,247,78.52,174,173,179,194,174
"765","PA",1680,"5",230,8,0.0923,"LUPARC",1,0,1,0,0,5,60,23,10,13,6,3,5,0,0,"2016",0.616666666666667,0.0548333333333333,"PA_1680_5_LUPARC","PA-1680-5","Slope",194,292,247,60.06,170,197,174,194,170
